"id","microred_id/id","institucion","codigo_eess","name","ubigeo","categoria","estado","condicion","telefono","responsable","inicio_actividad","direccion","ruc","tipo","coor_norte","coor_este"
"renipress.eess_00010692","renipress.microred_28_00_00","5","00010692","PUESTO SANITARIO PNP PAITA","200501","1","0","1","073-211004","ALBERTO DIONICIO ESCUDERO CARRASCO ","01/01/1980","CALLE INDEPENDENCIA 417","20504380077","2","",""
"renipress.eess_00010693","renipress.microred_28_00_00","5","00010693","PUESTO SANITARIO PNP LANCONES","200604","1","0","1","073-502413","ELSIE RAINER LAZO RONDON ","01/01/1980","ENTRADA AL DISTRITO DE LANCONES S/N","20504380077","2","",""
"renipress.eess_00010694","renipress.microred_28_00_00","5","00010694","PUESTO SANITARIO PNP CHANURAN","200201","1","0","1","073-502413","CARLOS MANUEL DIEGUEZ ROMERO ","01/01/1980","CARRETAR AYABACA KM 2","20504380077","2","",""
"renipress.eess_00010710","renipress.microred_17_00_00","5","00010710","ENRIQUE TORRES GONZALES","120101","3","1","3","064-200528","JUAN BAUTISTA DEL CASTILLO SALGUERO ","01/01/1972","JIRÓN JR CUZCO Nº 120 DISTRITO HUANCAYO PROVINCIA HUANCAYO DEPARTAMENTO JUNIN","20504380077","1","",""
"renipress.eess_00010711","renipress.microred_19_00_00","6","00010711","CAPITANIA GUARDACOSTA MARITIMA DE PIMENTEL","140112","1","0","1","452098","NICOLAS IBARRA SEVILLA ","01/03/2010","MALECON SEOANE # 214","20153408191","2","",""
"renipress.eess_00010713","renipress.microred_29_00_00","6","00010713","BAP ""PUNO"" ABH-306","210101","99","1","3","951-813572  NUMERAL RPM 610516","VITIA YAMILE QUISPE ESTRADA ","17/03/1976","MUELLE PERU RAIL-LADO NORTE","25153408191","2","",""
"renipress.eess_00010719","renipress.microred_24_00_00","6","00010719","B.A.P.""MARAÑON""","160101","1","1","3","065-251900","JOSE LUIS AGUILAR CHUMAN ","01/01/1951","AV. LA MARINA S/N","20153408191","2","",""
"renipress.eess_00010720","renipress.microred_24_00_00","6","00010720","ENFERMERIA DESTACAMENTO NAVAL EL ALAMO","160801","99","1","3","065-251900","JORGE LUIS ALCALDE SALAZAR ","01/01/2000","ORILLAS DEL RIO YAGUAS 4 KM. RIO PUTUMAYO","20153408191","2","",""
"renipress.eess_00010721","renipress.microred_24_00_00","6","00010721","ENFERMERIA DESTACAMENTO NAVAL CHIMBOTE","160401","99","1","3","065-251900","JOSE MIGUEL AGUILAR SAAVEDRA ","01/01/2000","RIO AMAZONAS - POBLADO DE CHIMBOTE","20153408191","2","",""
"renipress.eess_00010722","renipress.microred_24_00_00","6","00010722","ENFERMERIA DESTACAMENTO NAVAL GUEPI","160803","99","1","3","065-251900","JOSMENI MEDINA BALANDA ","01/01/2000","AVENIDA LA MARINA S/N","20153408191","2","",""
"renipress.eess_00010724","renipress.microred_28_00_00","6","00010724","ENFERMERIA","200101","99","1","3","073-324849","CARLOS JAVIER POICON GALAN ","20/05/1994","PASAJE QUIÑONES / URBANIZACIÓN CLARKE 501","20153408191","2","",""
"renipress.eess_00010725","renipress.microred_24_00_00","6","00010725","ENFERMERIA DESTACAMENTO NAVAL EL ESTRECHO","160801","99","1","3","065-251900","LUIS ALFREDO SANCHEZ MONTOYA ","01/01/2000","POBLADO DEL ESTRECHO RIO PUTUMAYO","20153408191","2","",""
"renipress.eess_00010736","renipress.microred_24_00_00","6","00010736","CLÍNICA NAVAL DE IQUITOS","160108","4","1","3","065-253002","ROXANNA IVONNE TALLEDO CORDOVA ","01/01/1999","AVENIDA AVENIDA DE LA MARINA S/N NÚMERO S/N DISTRITO PUNCHANA PROVINCIA MAYNAS DEPARTAMENTO LORETO","20153408191","1","-73.24118167","-3.73172833"
"renipress.eess_00010751","renipress.microred_36_00_00","4","00010751","HOSPITAL CENTRAL DE LA FUERZA AEREA DEL PERU","150122","8","1","3","01-5134300","MAXIMO ARMANDO RIVAS BASSILIO ","08/07/1970","AVENIDA AV. ARAMBURU 2DA. CUADRA S/N NÚMERO S/N DISTRITO MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA","20144364059","1","-77.029825","-12.10342333"
"renipress.eess_00010801","renipress.microred_24_00_00","6","00010801","ESCUELA OPERACIONES RIVEREÑAS","160108","1","1","3","065-251900","MARCOS DONOVAN ROCANO CARO ","06/07/1998","SANTA CLOTILDE","20153408191","2","",""
"renipress.eess_00010808","renipress.microred_8_00_00","6","00010808","SERVICIO DE ENFERMERIA DE LA ESTACION NAVAL DE GUARDACOSTAS","070101","99","0","1","6136868 ANEXO 3175","JOSE LUIS FERRE CASTRO ","27/12/1991","BASE NAVAL DEL CALLAO","20153408191","2","",""
"renipress.eess_00010816","renipress.microred_24_00_00","6","00010816","SANIDAD DE LA BASE NAVAL DE IQUITOS","160108","2","1","3","065-251900","CLAUDETH AMPARO CABEZAS ESPINOZA ","01/01/1960","BASE NAVAL DE SANTA CLOTILDE - RIO AMAZONAS","20153408191","2","",""
"renipress.eess_00010834","renipress.microred_22_00_00","5","00010834","POSTA MÉDICA POLICIA NACIONAL DEL PERÚ HUACHO","150810","2","1","3","051-2325119","GIOVANNA FRANCISCA MANRIQUE RICAPPA ","01/01/1975","AVENIDA AV. CENTENARIO ESQUINA CON CALLE 28 DE JULIO SA BARTOLOMÉ II ETAPA DISTRITO SANTA MARIA PROVINCIA HUAURA DEPARTAMENTO LIMA","20504380077","2","",""
"renipress.eess_00010836","renipress.microred_23_00_00","4","00010836","DIVISION SANIDAD ESOFA","150140","1","1","3","(51) 996619504","CESAR NICOLAI ORREGO CIENFUEGOS ","01/06/1970","AVENIDA AV. JORGE CHAVEZ S/N-BASE AEREA LAS PALMAS NÚMERO S/N DISTRITO SANTIAGO DE SURCO PROVINCIA LIMA DEPARTAMENTO LIMA","20144364059","2","-77.00497599","-12.15431017"
"renipress.eess_00010874","renipress.microred_8_00_00","6","00010874","ENFERMERIA DEL CENTRO NAVAL DEL PERU- SEDE CALLAO","070101","1","1","3","01-4530687","JESUS SANTIAGO CACERES ANGULO ","01/01/1969","AV. JORGE CHAVEZ S/N","20502707770","2","",""
"renipress.eess_00010876","renipress.microred_29_00_00","3","00010876","ENFERMERIA DEL BIM 21","210601","2","1","3","051-566101","MAYRA MERCEDES BARRENA NEYRA ","24/09/1939","JIRÓN JR. AYACUCHO S/N N?ERO S/N DISTRITO HUANCANE PROVINCIA HUANCANE DEPARTAMENTO PUNO","20131369124","2","-69.75825961","-15.20521537"
"renipress.eess_00010882","renipress.microred_29_00_00","3","00010882","ENFERMERIA DE LA ESCUELA DE MONTAÑA","210504","2","1","3","#945011218","MIGUEL WILBER RAMOS GALLARDO ","03/07/2006","OTROS CENTRO POBLADO SANTA ROSA S/N, FUERTE MARISCAL CACERES NÚMERO S/N DISTRITO SANTA ROSA PROVINCIA EL COLLAO DEPARTAMENTO PUNO","20131369124","2","-70.0218805","-15.8402218"
"renipress.eess_00010884","renipress.microred_29_00_00","3","00010884","POLICLINICO MILITAR MANCO CAPAC","210101","99","1","3","995-733374","JAVIER WILLY CARPIO VELARDE ","25/07/1963","AV.EJERCITO S/N - CHANU CHANU","20131369124","1","",""
"renipress.eess_00010885","renipress.microred_29_00_00","3","00010885","ENFERMERIA DEL BIM 59 - ILAVE","210501","2","1","3","051-552346","MAURICIO ALONSO OJEDA VIZARRETA ","09/12/1954","AVENIDA AV. EJERCITO S/N ILAVE N?ERO S/N DISTRITO ILAVE PROVINCIA EL COLLAO DEPARTAMENTO PUNO","20131369124","2","-69.63465119","-16.08228664"
"renipress.eess_00010886","renipress.microred_29_00_00","3","00010886","ENFERMERIA RCB N°123 CHALLAPALCA","210502","2","1","3","973849660","MIGUEL ALEXANDER QUINTANILLA BALBIN ","24/10/1939","OTROS COMUNIDAD CHALLAPALCA DISTRITO CAPASO PROVINCIA EL COLLAO DEPARTAMENTO PUNO","20131369124","2","-69.79890635","-17.23398833"
"renipress.eess_00010887","renipress.microred_29_00_00","3","00010887","ENFERMERIA BING Nº 4","211101","99","1","3","RPM MOVISTAR* 282990","JEAN PIERRE MITCHEL GONZALEZ CASTRO ","25/07/1939","JIRÓN JR. 7 DE JUNIO S/N - LA RINCONADA NÚMERO S/N DISTRITO JULIACA PROVINCIA SAN ROMAN DEPARTAMENTO PUNO","20131369124","2","",""
"renipress.eess_00010888","renipress.microred_29_00_00","3","00010888","ENFERMERIA DEL GAC Nº 4 - JULIACA","211101","99","1","3","RPM N 322747","ABELINO HELARD COPARA PEÑALOZA ","23/06/1939","JR. RAMON CASTLLA S/N BARRIO ZARUMILLA-JULIACA","20131369124","1","",""
"renipress.eess_00010889","renipress.microred_29_00_00","3","00010889","SANIDAD DEL RBC Nº 9 POMATA","210406","2","1","3","917688055","ALVARO FRANCO MATOS ARANA ","24/09/1939","CARRETERA CARRETERA PANAMERICA KM. 104 POMATA DISTRITO POMATA PROVINCIA CHUCUITO DEPARTAMENTO PUNO","20131369124","2","-69.25589785","-16.31903934"
"renipress.eess_00010899","renipress.microred_21_00_00","4","00010899","SANIDAD DE LA ESCUELA DE LA SUPERVIVENCIA EN LA MONTAÑA - ESMON","150118","2","1","3","3603086","DIANA CAROLINA ALVARADO CACERES ","13/01/1981","CALLE CALLE LAS BETANIAS S/N CHOSICA NÚMERO S/N DISTRITO LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA","20144364059","2","-76.7160503","-11.9451442"
"renipress.eess_00010900","renipress.microred_15_00_00","5","00010900","PNP ICA","110101","3","1","3","056-217502","CARLOS RAUL GUZMAN DUXTAN ","02/07/1960","CALLE CALLE HUANUCO N° 480 DISTRITO ICA PROVINCIA ICA DEPARTAMENTO ICA","20504380077","1","",""
"renipress.eess_00010920","renipress.microred_11_00_00","3","00010920","QUINTA BRIGADA DE MONTAÑA","080106","3","1","3","084-594673","ALCIDES ESPINOZA OBANDO ","04/03/1970","AVENIDA AVENIDA AGUSTIN GAMARRA S/N NÚMERO S/N DISTRITO SANTIAGO PROVINCIA CUSCO DEPARTAMENTO CUSCO","20131369124","2","-71.9398779","-13.5319123"
"renipress.eess_00010927","renipress.microred_7_00_00","5","00010927","CELENDIN","060301","1","0","2","076-551088","ARTEMIO DAVID ZEGARRA COLLANTES ","07/09/1984","AV.CAJAMARCA S/N","20504380077","2","",""
"renipress.eess_00010928","renipress.microred_7_00_00","5","00010928","CAJABAMBA","060201","1","0","1","976786555","SEGUNDO PEDRO QUIROZ ESPINOZA ","07/09/1984","AV.LEONCIO MARTINES N°180","20504380077","2","",""
"renipress.eess_00010929","renipress.microred_7_00_00","5","00010929","CHOTA","060401","2","1","3","979583783","MARINA LILIANA LOZANO BRAVO ","07/09/1984","AVENIDA AV.INCA GARCILAZO DE LA VEGA 724 DISTRITO CHOTA PROVINCIA CHOTA DEPARTAMENTO CAJAMARCA","20504380077","2","",""
"renipress.eess_00010930","renipress.microred_7_00_00","5","00010930","COCHABAMBA","060407","1","0","2","976307070","HERMES ESTELA CAMPOS ","07/09/1984","JR.CAJAMARCA S/N","20504380077","2","",""
"renipress.eess_00010931","renipress.microred_7_00_00","5","00010931","SAN MARCOS","061001","1","0","1","076-504845","JOSE ALCIBIADES PASTOR CASTAÑEDA ","07/09/1984","INCLAN Y LAVALLE S/N","20504380077","2","",""
"renipress.eess_00010932","renipress.microred_7_00_00","5","00010932","CUTERVO","060601","1","0","1","076-437349","JULIO CARLOMAN COLLAZOS FERNANDEZ ","07/09/1984","JR.COMERCIO 1097","20504380077","2","",""
"renipress.eess_00010933","renipress.microred_7_00_00","5","00010933","SAN MIGUEL","061101","1","0","2","076-557006","SILVIO HERNANDEZ BAZAN . . ","07/09/1984","JR.BOLOGNESI N° 457","20504380077","2","",""
"renipress.eess_00010934","renipress.microred_7_00_00","5","00010934","SAN PABLO","061201","1","0","2","076-311432","ROSA ELVIRA GUILLEN DELGADO ","07/09/1984","JR.13 DE JULIO N°302","20504380077","2","",""
"renipress.eess_00010935","renipress.microred_7_00_00","5","00010935","BAMBAMARCA","060701","1","0","1","076-353197","JUAN CESAR DIAZ SANCHEZ ","07/09/1984","JR.JAIME DE MARTINES N°132","20504380077","2","",""
"renipress.eess_00010947","renipress.microred_22_00_00","5","00010947","PUESTO SANITARIO PNP HUARAL","150601","1","0","1","051-2461024","GERONIMO WALDEMAR HINOJOSA ASCUE ","01/01/1980","CALLE MANCO CAPAC LOTE 1A, 2A, URBANIZACIÓN DELGADO ( EL MILAGRO II )","20504380077","2","",""
"renipress.eess_00010948","renipress.microred_22_00_00","5","00010948","PUESTO SANITARIO PNP BARRANCA","150201","1","0","1","051-2354905","GERONIMO WALDEMAR HINOJOSA ASCUE ","01/01/1980","ESQUINA AV. INDEPENDENCIA CON SANTA ZORAIDA URB. SANTA ZORAIDA, BARRANCA","20504380077","2","",""
"renipress.eess_00011029","renipress.microred_4_00_00","6","00011029","DEPARTAMENTO DE SANIDAD","040701","2","1","3","054-532851","FERNANDO FRANCISCO CAMARGO SALAZAR ","01/12/1976","CARRETERA CARRETERA MOLLENDO - MATARANI, CATARINDO S/N NÚMERO S/N DISTRITO MOLLENDO PROVINCIA ISLAY DEPARTAMENTO AREQUIPA","20153408191","2","",""
"renipress.eess_00011030","renipress.microred_4_00_00","6","00011030","ENFERMERIA CAPITANIA DE PUERTO DE MOLLENDO","040701","1","1","3","054-532963","PAOLA ESTHER ZUÑIGA BEGAZO ","01/07/2013","PASAJE PASAJE ZELA Nº 100 DISTRITO MOLLENDO PROVINCIA ISLAY DEPARTAMENTO AREQUIPA","20153408191","2","",""
"renipress.eess_00011050","renipress.microred_22_00_00","6","00011050","ENFERMERIA","150605","1","1","3","3771059","JOSE AUGUSTO SOSA HUIMAN ","01/03/2008","AVENIDA ROOSVELT S/N CHANCAY","20153408191","2","",""
"renipress.eess_00011154","renipress.microred_18_00_00","5","00011154","SANIDAD DE LA PNP - TRUJILLO","130101","3","1","3","044-282476","JAIME FLORES RIVAS ","17/11/2000","AVENIDA AV. SANTA TERESITA DE JESUS S/N URB.  MONSERRATE N?ERO S/N DISTRITO TRUJILLO PROVINCIA TRUJILLO DEPARTAMENTO LA LIBERTAD","20504380077","2","-79.0329727","-8.1060428"
"renipress.eess_00011155","renipress.microred_18_00_00","5","00011155","POSTA MEDICA PNP OTUZCO","130601","2","0","1","044-436373","FELIX ROGELIO GALLEGOS QUIROZ ","01/01/1970","CALLE TRUJILLO S/N","20504380077","2","",""
"renipress.eess_00011157","renipress.microred_18_00_00","5","00011157","PUESTO DE SALUD PNP CHEPEN","130401","99","0","1","562242","MARIA NORA CABALLERO HERNANDEZ ","01/01/1980","MZ ""B"" LOT 22 URB. EL RECODO","20504380077","2","",""
"renipress.eess_00011158","renipress.microred_18_00_00","5","00011158","PUESTO DE SALUD PNP PACASMAYO","130704","99","0","1","522333","LAURA MANUELA TAFUR ARROYO ","01/01/1980","DOS DE MAYO N° 5","20504380077","2","",""
"renipress.eess_00011159","renipress.microred_18_00_00","5","00011159","PUESTO DE SALUD PNP HUAMACHUCO","130901","1","0","1","441289","NIMER ANGEL CONTRERAS HUERTAS ","01/01/1980","SAN RAMON N° 513","20504380077","2","",""
"renipress.eess_00011187","renipress.microred_36_00_00","5","00011187","POLICLINICO PNP ZARATE","150132","3","1","3","3750905","JUAN BAUTISTA CABRERA CONTRERAS ","05/04/1998","CALLE CALLE ENRIQUE PETRAL S/N NÚMERO S/N DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA","20504380077","2","-77.01145145","-12.03112268"
"renipress.eess_00011195","renipress.microred_32_00_00","3","00011195","POLICLINICO MILITAR DE TACNA","230101","3","1","3","052-248962","ANA MARIA CHURA NUÑEZ ","01/07/1978","AVENIDA AV. GREGORIO ALBARRACIN S/N NÚMERO S/N DISTRITO TACNA PROVINCIA TACNA DEPARTAMENTO TACNA","20131369124","2","",""
"renipress.eess_00011227","renipress.microred_21_00_00","5","00011227","POSTA MEDICA PNP CHACLACAYO","150107","2","1","3","4138917","PERCY LUIS DANLEES ALVARADO ","04/08/2010","AVENIDA AV.EL ROSARIO S/N (2DA CUADRA) NÚMERO S/N DISTRITO CHACLACAYO PROVINCIA LIMA DEPARTAMENTO LIMA","20504380077","2","-76.765415","-11.9770181"
"renipress.eess_00011355","renipress.microred_21_00_00","4","00011355","POSTA DE SALUD COLQUI","150114","1","1","3","2500315 ANEXO 104","AQUILES WILLIAM ALMEYDA CASTILLA ","15/12/1967","AVENIDA AV. EVITAMIENTO S/N VILLA FAP CAMACHO NÚMERO S/N DISTRITO LA MOLINA PROVINCIA LIMA DEPARTAMENTO LIMA","20144364059","2","-76.9730411","-12.0712644"
"renipress.eess_00011366","renipress.microred_21_00_00","4","00011366","FUERZA AEREA DEL PERU","150114","2","1","3","368-3915","DIZNARDA FAJARDO VASQUEZ ","01/09/1991","AV.MANUEL PRADO UGARTECHE, CALLE 3 S/N URB.RINCONADA BAJA (COSTADO ESCUELA EQUITACION DEL EJERCITO)","20144364059","2","",""
"renipress.eess_00011369","renipress.microred_24_00_00","5","00011369","POLICLINICO P.N.P. IQUITOS","160113","3","1","3","065-260658","LUIS FERNANDO SALDARRIAGA JAEN ","27/06/1997","AVENIDA AV. ABELARDO QUIÑONES N° 2172 DISTRITO SAN JUAN BAUTISTA PROVINCIA MAYNAS DEPARTAMENTO LORETO","20504380077","2","-73.27790191","-3.76940398"
"renipress.eess_00011376","renipress.microred_4_00_00","4","00011376","FUERZA AEREA DEL PERU","040702","3","1","3","054-837000","JORGE TUPAYACHI MOSQUEIRA ","01/07/1983","OTROS PANAMERICANA SUR KM1005 DISTRITO COCACHACRA PROVINCIA ISLAY DEPARTAMENTO AREQUIPA","20144364059","2","-71.8808499","-16.7300002"
"renipress.eess_00011398","renipress.microred_15_00_00","5","00011398","U.E. 020: SANIDAD DE LA PNP","110207","3","1","3","056-262817","ANDRES MANUEL CHACALTANA RAMOS ","01/03/1996","AVENIDA AV. BENAVIDES Nº 601 DISTRITO PUEBLO NUEVO PROVINCIA CHINCHA DEPARTAMENTO ICA","20504380077","2","",""
"renipress.eess_00011399","renipress.microred_15_00_00","5","00011399","UNIDAD EJECUTORA 020:SANIDAD DE LA PNP","110301","2","1","3","056-521301","ROSARIO LUCIA LI CONDORI ","01/06/2002","PASAJE PJE. MONROY S/N, SAN CARLOS NÚMERO S/N DISTRITO NAZCA PROVINCIA NAZCA DEPARTAMENTO ICA","20504380077","2","",""
"renipress.eess_00011400","renipress.microred_15_00_00","5","00011400","PISCO","110501","2","1","3","056-532165","RAFAEL PRADO PRADO ","01/07/1996","CALLE BEATITA DE HUMAY Nº 200","20504380077","2","",""
"renipress.eess_00011421","renipress.microred_14_00_00","5","00011421","REGION DE SALUD PNP -HUANUCO","100101","3","1","3","062-517665","LUIS ANTONIO SANCHEZ Y GUZMAN ","02/01/1954","JR. LEONCIO PRADO NRO 1840","20504380077","2","",""
"renipress.eess_00011426","renipress.microred_5_00_00","5","00011426","POLICLINICO PNP  LUIS LOBATO MEDINA","050101","3","1","3","066312137","JUAN BAUTISTA DEL CASTILLO SALGUERO ","01/04/1970","JIRÓN GRAU NÚMERO 870 PISO 2 DISTRITO AYACUCHO PROVINCIA HUAMANGA DEPARTAMENTO AYACUCHO","20504380077","2","",""
"renipress.eess_00011437","renipress.microred_5_00_00","5","00011437","POSTA MEDICA PNP HUANTA","050401","2","1","3","066-322768","MIRTHA MONICA ALDANA CORDOVA ","15/05/1982","JIRÓN JR. AYACUCHO Nº 271 DISTRITO HUANTA PROVINCIA HUANTA DEPARTAMENTO AYACUCHO","20504380077","2","",""
"renipress.eess_00011448","renipress.microred_4_00_00","4","00011448","HOSPITAL REGIONAL DEL SUR","040104","7","1","3","054-443040 ANEXO 146","FRANCISCO RAUL CALIZAYA AYALA ","18/02/2001","AVENIDA AVENIDA AVIACION S/N NÚMERO S/N DISTRITO CERRO COLORADO PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA","20144364059","1","-71.5787349","-16.3493131"
"renipress.eess_00011464","renipress.microred_32_00_00","3","00011464","ENFERMERIA DEL CUARTEL GREGORIO ALBARRACIN TACNA","230101","1","1","3","052-242024","CESAR ARTURO RETAMOZO ENRIQUEZ ","01/08/1957","CALLE GREGORIO ALBARRACIN S/N","20131369124","2","",""
"renipress.eess_00011483","renipress.microred_32_00_00","3","00011483","ENFERMERIA DEL CUARTEL TARAPACA TACNA","230110","1","1","3","052-000000","CARLOS ALBERTO CARBAJAL FALCON ","01/01/1976","AVENIDA AVENIDA COLLPA S/N  LAS VILCAS NÚMERO S/N DISTRITO CORONEL GREGORIO ALBARRACIN L. PROVINCIA TACNA DEPARTAMENTO TACNA","20131369124","2","",""
"renipress.eess_00011485","renipress.microred_17_00_00","5","00011485","POSTA MEDICA PNP SATIPO","120601","2","1","3","NO TIENE","DEMAR ENRIQUE RODRIGUEZ LUIS ","01/06/1985","JIRÓN JIRON JUNIN Nº 670 DISTRITO SATIPO PROVINCIA SATIPO DEPARTAMENTO JUNIN","20504380077","2","",""
"renipress.eess_00011490","renipress.microred_32_00_00","3","00011490","ENFERMERIA DEL FUERTE IQUIQUE - PALCA","230107","1","1","3","000-000000","DAVID MANUEL OLIVERA GOMEZ ","23/06/1963","AVENIDA AV. INTERNACIONAL COLLPA LA PAZ S/N NÚMERO S/N DISTRITO PALCA PROVINCIA TACNA DEPARTAMENTO TACNA","20131369124","2","",""
"renipress.eess_00011492","renipress.microred_32_00_00","3","00011492","ENFERMERÍA DEL CUARTEL TARATA","230401","2","1","3","052-000000","ANGELA ROCIO MABEL MONGE MAMANI ","01/01/1975","CALLE CALLE 28 DE JULIO S/N S/N CALLE 28 DE JULIO S/N TARATA TARATA TACNA","20131369124","2","-70.03445684","-17.47881445"
"renipress.eess_00011493","renipress.microred_32_00_00","3","00011493","ENFERMERIA DEL FUERTE TACNA - MICULLA","230106","1","1","3","052-000000","MAURO EFRAIN YARY VELARDE ","01/05/1976","CARRETERA PALCA KM 18 FRENTE A LA CARRETERA TACNA DISTRITO PACHIA PROVINCIA TACNA DEPARTAMENTO TACNA","20131369124","2","",""
"renipress.eess_00011528","renipress.microred_32_00_00","5","00011528","POLICLINICO POLICIAL TACNA","230101","3","1","3","052-246160","GEOVANA ELENA ARENAS ROJAS ","01/01/2002","CALLE CALLE BLONDELL Nº 110 DISTRITO TACNA PROVINCIA TACNA DEPARTAMENTO TACNA","20504380077","2","-70.25432782","-18.01568584"
"renipress.eess_00011604","renipress.microred_17_00_00","5","00011604","POSTA SANITARIA PNP TARMA","120701","99","0","1","064-321921","BERTHA ZENOBIA GONZALES BUITRON ","01/03/1980","JR. CALLAO Nº 118","20504380077","2","",""
"renipress.eess_00011605","renipress.microred_17_00_00","5","00011605","PUESTO SANITARIO PNP JUNIN","120501","99","0","1","NO TIENE","ABEL CARLOS BRUNO DIAZ GOMEZ ","01/07/1986","JR. BERNARDO ALCEDO S/N","20504380077","2","",""
"renipress.eess_00011661","renipress.microred_4_00_00","5","00011661","POLICLINICO ""CAMANA"" REGSAL XI DIRTEPOL AREQUIPA","040201","2","1","3","054-572225","LUZ AMPARO PAREDES JUAREZ ","01/01/2000","OTROS URB. VILLA SALAZAR MZ. D LT. 09 DISTRITO CAMANA PROVINCIA CAMANA DEPARTAMENTO AREQUIPA","20504380077","2","",""
"renipress.eess_00011664","renipress.microred_4_00_00","5","00011664","POLICLINICO ""SAN MARTIN DE PORRES"" REGSAL XI DIRTEPOL AREQUIPA","040112","2","1","3","054-461862","JUANA VERONICA MENDOZA SANCHEZ ","02/07/1986","CALLE CALLE SAN MARTIN DE PORRES S/N URB. GUARDIA CIVIL I ETAPA NÚMERO S/N DISTRITO PAUCARPATA PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA","20504380077","2","-71.51343182","-16.4256037"
"renipress.eess_00011682","renipress.microred_28_00_00","6","00011682","ENFERMERIA DE LA ESTACION NAVAL DE PAITA","200501","2","1","3","073-211472","LUIS MIGUEL LIZARZABURU SALHUANA ","24/07/1984","AVENIDA AV PLAYA SECA S/N PAITA NÚMERO S/N DISTRITO PAITA PROVINCIA PAITA DEPARTAMENTO PIURA","20153408191","2","-81.0962172","-5.0938488"
"renipress.eess_00011721","renipress.microred_28_00_00","4","00011721","CENTRO MEDICO VILLA FAP","200701","3","1","3","955957244","SHAMILA MARIA CLARA CAQUI YAÑEZ ","10/03/1942","OTROS VILLA FAP-TALARA DISTRITO PARIÑAS PROVINCIA TALARA DEPARTAMENTO PIURA","20144364059","2","-81.26078838","-4.58159379"
"renipress.eess_00011742","renipress.microred_24_00_00","4","00011742","SANIDAD BACLA","160113","2","1","3","965602510","LUIS ENRIQUE REATEGUI DUARTE ","01/01/2005","CARRETERA CARRETERA A SANTA CLARA DE NANAY DISTRITO SAN JUAN BAUTISTA PROVINCIA MAYNAS DEPARTAMENTO LORETO","20144364059","2","-73.310126","-3.7830361"
"renipress.eess_00011743","renipress.microred_11_00_00","5","00011743","SANIDAD PNP ""SANTA ROSA"" CUSCO","080105","3","1","3","084-270296","ROLANDO AQUILES ECHEVARRIA ALVAREZ ","01/05/1995","PROLONGACION AVENIDA DE LA CULTURA N° 2700 URB. CACHIMAYO DISTRITO SAN SEBASTIAN PROVINCIA CUSCO DEPARTAMENTO CUSCO","20504380077","2","-71.91157667","-13.53381167"
"renipress.eess_00011744","renipress.microred_11_00_00","5","00011744","SANIDAD PNP LA CONVENCION-QUILLABAMBA","080901","1","1","3","084-281942","HERBERT HOMERO DUEÑAS DE LA CRUZ ","01/05/1966","AVENIDA AV.GRAU NO 156 DISTRITO SANTA ANA PROVINCIA LA CONVENCION DEPARTAMENTO CUSCO","20504380077","2","-72.6903187","-12.8646036"
"renipress.eess_00011745","renipress.microred_11_00_00","5","00011745","POSTA MEDICA DE SALUD PNP CANCHIS-CUSCO","080601","1","0","1","084-783040","JAIME CESAR ARAGON YUCRA ","01/10/1972","JR.VILCANOTA NO 440","20504380077","2","",""
"renipress.eess_00011747","renipress.microred_11_00_00","5","00011747","SANIDAD PNP PUCUTO - CUSCO","081207","2","1","3","992544433","ALEX JUAREZ CUSIRIMAY ","01/07/1983","OTROS KILOMETRO 39 PANAMERICANA SUR PUCUTO-CUSCO DISTRITO HUARO PROVINCIA QUISPICANCHI DEPARTAMENTO CUSCO","20507438007","2","-71.6559364","-13.682186"
"renipress.eess_00011773","renipress.microred_27_00_00","5","00011773","POSTA MEDICA PNP CERRO DE PASCO","190113","2","1","3","063-421141","EDWIN FREDY RENTERIA GUTIERREZ ","02/07/1978","AVENIDA ENTRE LAS AVENIDA LOS PROCERES Y LOPEZ ALBUJAR S/N N?ERO S/N DISTRITO YANACANCHA PROVINCIA PASCO DEPARTAMENTO PASCO","20504380077","2","-76.2652417","-10.6751287"
"renipress.eess_00011780","renipress.microred_3_00_00","5","00011780","PUESTO SANITARIO DE SALUD PNP CHINCHEROS","030601","99","0","1","083-795928","JORGE MANUEL CRESPO CARRION ","01/01/1984","JR. ANDAHUAYALAS NRO 124","20504380047","2","",""
"renipress.eess_00011794","renipress.microred_4_00_00","5","00011794","HOSPITAL REGIONAL PNP AREQUIPA","040103","5","1","3","054-254748","FIDEL ORLANDO LEIVA MEZA ","28/03/1995","AVENIDA AVENIDA BOLOGNESI N° 602 URBANIZACION LA MARINA DISTRITO CAYMA PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA","20504380077","1","-71.5427212","-16.3426764"
